  1 | 0x1e | 3.53195928e-01
  2 | 0x9f | 3.15281736e-01
  3 | 0x5a | 2.76881102e-01
  4 | 0xaf | 2.36458347e-01
  5 | 0x11 | 2.33211999e-01
  6 | 0xff | 2.32919888e-01
  7 | 0x23 | 2.31841626e-01
  8 | 0x0a | 2.15555741e-01
  9 | 0x3a | 2.09073676e-01
 10 | 0x1a | 2.06434107e-01
 11 | 0xad | 2.03984050e-01
 12 | 0x60 | 2.03302213e-01
 13 | 0xe0 | 2.01225210e-01
 14 | 0xe8 | 1.85991341e-01
 15 | 0x54 | 1.84783852e-01
 16 | 0xcb | 1.84372030e-01
 17 | 0x90 | 1.81918423e-01
 18 | 0x85 | 1.78328426e-01
 19 | 0x67 | 1.73976796e-01
 20 | 0xf1 | 1.73403298e-01
 21 | 0x33 | 1.72804426e-01
 22 | 0xb9 | 1.68134775e-01
 23 | 0x5d | 1.67328469e-01
 24 | 0x7b | 1.67036176e-01
 25 | 0xb2 | 1.66122932e-01
 26 | 0xcf | 1.64404009e-01
 27 | 0x10 | 1.63695021e-01
 28 | 0x61 | 1.62024836e-01
 29 | 0x3d | 1.61192610e-01
 30 | 0x30 | 1.60609967e-01
 31 | 0x03 | 1.60014759e-01
 32 | 0x0c | 1.58955756e-01
 33 | 0x5f | 1.58324390e-01
 34 | 0xb0 | 1.55456581e-01
 35 | 0xf2 | 1.54710836e-01
 36 | 0xfb | 1.53381422e-01
 37 | 0x49 | 1.52375065e-01
 38 | 0xe2 | 1.52191259e-01
 39 | 0x32 | 1.52034362e-01
 40 | 0x47 | 1.51314524e-01
 41 | 0x27 | 1.50409562e-01
 42 | 0x7f | 1.48482597e-01
 43 | 0x9c | 1.48239634e-01
 44 | 0xe4 | 1.47755595e-01
 45 | 0xda | 1.46624614e-01
 46 | 0x28 | 1.46277619e-01
 47 | 0x72 | 1.45229213e-01
 48 | 0x57 | 1.44596177e-01
 49 | 0xb3 | 1.44160534e-01
 50 | 0x94 | 1.43003690e-01
 51 | 0x31 | 1.42793097e-01
 52 | 0x2e | 1.42569559e-01
 53 | 0x86 | 1.42418612e-01
 54 | 0xd0 | 1.42230841e-01
 55 | 0x8a | 1.42158641e-01
 56 | 0x80 | 1.41764055e-01
 57 | 0x16 | 1.39157662e-01
 58 | 0xce | 1.37479720e-01
 59 | 0x3c | 1.37159549e-01
 60 | 0x76 | 1.35331822e-01
 61 | 0xa3 | 1.35095263e-01
 62 | 0x46 | 1.34744902e-01
 63 | 0x21 | 1.34509395e-01
 64 | 0x6f | 1.34494114e-01
 65 | 0xe6 | 1.33925936e-01
 66 | 0x70 | 1.33858003e-01
 67 | 0xfe | 1.30029122e-01
 68 | 0x56 | 1.29591649e-01
 69 | 0xc0 | 1.28949447e-01
 70 | 0x92 | 1.28428593e-01
 71 | 0x0f | 1.27437121e-01
 72 | 0x2b | 1.27335776e-01
 73 | 0x6b | 1.26022174e-01
 74 | 0xa5 | 1.25815042e-01
 75 | 0x6e | 1.23783870e-01
 76 | 0xd6 | 1.23475517e-01
 77 | 0x3f | 1.23090141e-01
 78 | 0xd8 | 1.22529835e-01
 79 | 0x1f | 1.21468960e-01
 80 | 0x87 | 1.21305609e-01
 81 | 0x0d | 1.19938605e-01
 82 | 0x40 | 1.19451373e-01
 83 | 0x15 | 1.19142544e-01
 84 | 0x71 | 1.17753583e-01
 85 | 0x7d | 1.17281820e-01
 86 | 0xbc | 1.15966760e-01
 87 | 0x7e | 1.15316339e-01
 88 | 0x08 | 1.14717242e-01
 89 | 0x53 | 1.13254100e-01
 90 | 0xc7 | 1.12812826e-01
 91 | 0x65 | 1.12790495e-01
 92 | 0x52 | 1.11989433e-01
 93 | 0xc1 | 1.10068698e-01
 94 | 0x9e | 1.08680206e-01
 95 | 0x66 | 1.07934981e-01
 96 | 0x25 | 1.07207640e-01
 97 | 0xd5 | 1.03781845e-01
 98 | 0x82 | 1.03405291e-01
 99 | 0xe7 | 1.02951504e-01
100 | 0x9a | 1.02946153e-01
101 | 0x77 | 1.02690142e-01
102 | 0x02 | 1.02452941e-01
103 | 0xdc | 1.00571950e-01
104 | 0x1c | 9.96466063e-02
105 | 0xbb | 9.92527525e-02
106 | 0x14 | 9.90528333e-02
107 | 0x7c | 9.88263332e-02
108 | 0x9d | 9.82607880e-02
109 | 0x50 | 9.72084396e-02
110 | 0x3b | 9.71144251e-02
111 | 0xde | 9.69640913e-02
112 | 0xc3 | 9.64071217e-02
113 | 0xdf | 9.61773740e-02
114 | 0xb5 | 9.58489596e-02
115 | 0x88 | 9.45308047e-02
116 | 0x37 | 9.44047521e-02
117 | 0x45 | 9.43247611e-02
118 | 0xdb | 9.41909026e-02
119 | 0xb7 | 9.39492404e-02
120 | 0x97 | 9.38412540e-02
121 | 0x26 | 9.37376766e-02
122 | 0x38 | 9.31244614e-02
123 | 0x93 | 9.28135760e-02
124 | 0x98 | 9.22463909e-02
125 | 0x6a | 9.20275018e-02
126 | 0xb8 | 9.14401966e-02
127 | 0x83 | 9.09465437e-02
128 | 0x2d | 9.07907979e-02
129 | 0x74 | 8.98059273e-02
130 | 0x41 | 8.92441180e-02
131 | 0xf3 | 8.90577779e-02
132 | 0xf9 | 8.89929324e-02
133 | 0xfa | 8.83816870e-02
134 | 0x7a | 8.79498078e-02
135 | 0xca | 8.71861839e-02
136 | 0xfc | 8.67144622e-02
137 | 0xab | 8.64313951e-02
138 | 0x3e | 8.56907195e-02
139 | 0x01 | 8.51965761e-02
140 | 0xd7 | 8.51438765e-02
141 | 0x1b | 8.48158207e-02
142 | 0x5c | 8.47238640e-02
143 | 0xcd | 8.35898639e-02
144 | 0x35 | 8.25015937e-02
145 | 0xa1 | 8.12666875e-02
146 | 0x09 | 8.11229853e-02
147 | 0x5b | 8.07897463e-02
148 | 0x36 | 8.03169224e-02
149 | 0x81 | 7.97932183e-02
150 | 0xf4 | 7.96957624e-02
151 | 0x73 | 7.96852724e-02
152 | 0xee | 7.95728004e-02
153 | 0x12 | 7.85527155e-02
154 | 0x91 | 7.84243924e-02
155 | 0x6d | 7.81772965e-02
156 | 0xc8 | 7.71560572e-02
157 | 0x34 | 7.69293893e-02
158 | 0xbf | 7.66407256e-02
159 | 0xf7 | 7.56366106e-02
160 | 0xbd | 7.52994054e-02
161 | 0x0e | 7.51082878e-02
162 | 0x1d | 7.47187511e-02
163 | 0xae | 7.43113588e-02
164 | 0x51 | 7.40648795e-02
165 | 0x4e | 7.40232838e-02
166 | 0x42 | 7.37553384e-02
167 | 0xa0 | 7.36789396e-02
168 | 0xc5 | 7.30684446e-02
169 | 0x20 | 7.29910488e-02
170 | 0x43 | 7.29714563e-02
171 | 0xeb | 7.26500527e-02
172 | 0xcc | 7.25726916e-02
173 | 0xe1 | 7.24193751e-02
174 | 0x8d | 7.16585829e-02
175 | 0x44 | 7.16094169e-02
176 | 0xdd | 7.13307937e-02
177 | 0x9b | 7.05577901e-02
178 | 0x8e | 6.92936086e-02
179 | 0xb1 | 6.91830393e-02
180 | 0xac | 6.84787091e-02
181 | 0x06 | 6.75459585e-02
182 | 0xf5 | 6.73129959e-02
183 | 0xbe | 6.60225336e-02
184 | 0xd4 | 6.54034455e-02
185 | 0xa6 | 6.52661171e-02
186 | 0x69 | 6.46787040e-02
187 | 0xa2 | 6.39210980e-02
188 | 0x6c | 6.36339333e-02
189 | 0xa4 | 6.34023731e-02
190 | 0x4f | 6.32390984e-02
191 | 0xa8 | 6.32237488e-02
192 | 0xe3 | 6.30406314e-02
193 | 0x29 | 6.24451803e-02
194 | 0x0b | 6.24272943e-02
195 | 0xec | 6.22416632e-02
196 | 0xaa | 6.20872050e-02
197 | 0xb4 | 6.20128005e-02
198 | 0xc4 | 6.12795931e-02
199 | 0xb6 | 6.11607522e-02
200 | 0xa7 | 6.09746298e-02
201 | 0x19 | 6.07186007e-02
202 | 0x59 | 6.00307604e-02
203 | 0xc6 | 5.99840858e-02
204 | 0x17 | 5.98253410e-02
205 | 0x18 | 5.97965198e-02
206 | 0xba | 5.97670499e-02
207 | 0x99 | 5.95549532e-02
208 | 0x4a | 5.95518100e-02
209 | 0xd2 | 5.92599723e-02
210 | 0x05 | 5.90917146e-02
211 | 0xea | 5.88286252e-02
212 | 0x8b | 5.84972677e-02
213 | 0x68 | 5.79890181e-02
214 | 0xed | 5.76554231e-02
215 | 0xe9 | 5.73761934e-02
216 | 0x55 | 5.66338995e-02
217 | 0xc9 | 5.62571141e-02
218 | 0x63 | 5.47432136e-02
219 | 0x4c | 5.47297893e-02
220 | 0xf0 | 5.42884828e-02
221 | 0x24 | 5.39777066e-02
222 | 0xef | 5.39131748e-02
223 | 0x2f | 5.38073327e-02
224 | 0x39 | 5.36930749e-02
225 | 0xf6 | 5.35256012e-02
226 | 0x95 | 5.33416111e-02
227 | 0x8f | 5.29317588e-02
228 | 0x62 | 5.25242392e-02
229 | 0xc2 | 5.21633444e-02
230 | 0x04 | 5.16923075e-02
231 | 0xf8 | 5.16726110e-02
232 | 0xe5 | 5.14535933e-02
233 | 0x58 | 5.08614407e-02
234 | 0x96 | 5.06931281e-02
235 | 0x2c | 5.05600720e-02
236 | 0x07 | 5.02895285e-02
237 | 0x64 | 4.94775015e-02
238 | 0xd9 | 4.93181401e-02
239 | 0x84 | 4.91988864e-02
240 | 0xd1 | 4.84450243e-02
241 | 0x4d | 4.82521938e-02
242 | 0x78 | 4.73568580e-02
243 | 0x4b | 4.68816108e-02
244 | 0x79 | 4.68635782e-02
245 | 0x22 | 4.66495990e-02
246 | 0xd3 | 4.57699174e-02
247 | 0x8c | 4.55675773e-02
248 | 0xfd | 4.47956759e-02
249 | 0x75 | 4.43321719e-02
250 | 0x48 | 4.31093663e-02
251 | 0x89 | 4.30250396e-02
252 | 0x13 | 4.05835668e-02
253 | 0x5e | 4.03207544e-02
254 | 0x2a | 4.00095335e-02
255 | 0xa9 | 3.98103960e-02
256 | 0x00 | 3.64034215e-02
